,0,1,2,3,4
0,0.7255583173568116,0.29270272061000324,0.29122809752147605,0.1615894562750152,0.8127437527836862
1,0.761456838404587,0.4759447313743441,0.38153171195257196,0.09063386428703857,0.7736917439635397
2,0.16210531961373875,0.4041214830244968,0.11591506876844349,0.25644697143139594,0.8482822233888906
3,0.7714285391175848,0.5378610202300312,0.6155461454745337,0.27048895384144545,0.8245724115803316
4,0.013911042857355005,0.3601281463746714,0.3163229340157403,0.9925294507656987,0.30665803074089215
5,0.8774693734078101,0.47061901862522604,0.7017922370734059,0.21425925631183107,0.9328156251825453
6,0.05833679763673483,0.3013238007574458,0.30811674287938506,0.8989747507479514,0.7770239970435155
7,0.2892751088502774,0.18240738819841773,0.37557875373672855,0.30645326494119274,0.6845858052555986
8,0.692907729244476,0.3043187364051295,0.4575333625433917,0.6337697534419515,0.985009436732199
9,0.1651101177322255,0.14098210810565903,0.8068621276382347,0.373180904874732,0.7549587265984952
